students_passed,num_teachers,total_students,Total_budget,dropout_rate,avg_class_size,school_distance,district_label
300,62,1048,8826,0.27,16.9,2,Kicukiro
673,75,1263,17537,0.08,16.84,5,Kicukiro
394,40,743,12324,0.26,18.58,9,Kicukiro
888,81,2455,14770,0.25,30.31,8,Kicukiro
707,53,2650,16801,0.25,50.0,6,Kicukiro
788,37,1947,18301,0.24,52.62,7,Kicukiro
227,14,2933,9365,0.28,209.5,3,Kicukiro
793,55,2551,14869,0.27,46.38,1,Kicukiro
893,71,2885,10688,0.18,40.63,4,Kicukiro
254,65,1055,5540,0.06,16.23,3,Kicukiro
645,60,2317,10594,0.05,38.62,9,Kicukiro
601,60,537,12739,0.07,8.95,5,Kicukiro
822,90,1940,18523,0.1,21.56,7,Kicukiro
438,52,1826,9126,0.06,35.12,2,Kicukiro
318,68,836,14734,0.25,12.29,4,Kicukiro
267,57,1974,7830,0.21,34.63,6,Kicukiro
677,26,723,5972,0.17,27.81,2,Kicukiro
599,27,578,7682,0.28,21.41,7,Kicukiro
980,46,711,10985,0.08,15.46,4,Kicukiro
783,69,2310,8093,0.21,33.48,4,Kicukiro
810,40,580,19393,0.11,14.5,6,Kicukiro
944,98,1557,5458,0.18,15.89,3,Kicukiro
335,95,2533,5663,0.1,26.66,4,Kicukiro
664,47,1160,18263,0.09,24.68,7,Kicukiro
979,30,1825,6744,0.06,60.83,9,Kicukiro
652,81,1596,6470,0.22,19.7,5,Kicukiro
252,87,666,15704,0.1,7.66,9,Kicukiro
579,36,1832,7831,0.26,50.89,7,Kicukiro
768,12,630,8947,0.14,52.5,2,Kicukiro
273,15,1983,17413,0.08,132.2,4,Kicukiro
496,63,1673,8076,0.28,26.56,3,Kicukiro
270,70,636,6443,0.12,9.09,4,Kicukiro
731,71,2193,11267,0.16,30.89,2,Kicukiro
545,14,1955,19840,0.06,139.64,9,Kicukiro
350,17,942,19397,0.19,55.41,4,Kicukiro
286,67,1460,12959,0.29,21.79,9,Kicukiro
385,66,1912,10430,0.13,28.97,8,Kicukiro
936,74,2329,5338,0.27,31.47,6,Kicukiro
922,98,2874,12967,0.11,29.33,5,Kicukiro
573,86,1259,12970,0.12,14.64,1,Kicukiro
601,35,1297,19095,0.21,37.06,8,Kicukiro
747,77,1047,15508,0.21,13.6,4,Kicukiro
843,32,1805,8520,0.24,56.41,3,Kicukiro
831,88,2465,18206,0.09,28.01,6,Kicukiro
285,82,2006,15500,0.07,24.46,7,Kicukiro
511,51,1847,16239,0.26,36.22,3,Kicukiro
520,40,2412,10041,0.1,60.3,9,Kicukiro
581,27,1841,18973,0.23,68.19,9,Kicukiro
596,48,2484,12949,0.05,51.75,1,Kicukiro
408,78,2576,7348,0.2,33.03,8,Kicukiro
608,84,1493,5227,0.15,17.77,9,Kicukiro
529,12,1698,15823,0.09,141.5,8,Kicukiro
264,15,708,16842,0.26,47.2,8,Kicukiro
453,97,1014,10606,0.21,10.45,6,Kicukiro
796,66,2887,15813,0.17,43.74,2,Kicukiro
743,72,2363,14383,0.11,32.82,3,Kicukiro
444,61,1469,15463,0.21,24.08,2,Kicukiro
993,64,2679,11908,0.19,41.86,4,Kicukiro
448,63,2005,9248,0.2,31.83,6,Kicukiro
819,44,2859,19849,0.1,64.98,6,Kicukiro
362,76,2037,6333,0.27,26.8,7,Kicukiro
441,98,700,13081,0.06,7.14,4,Kicukiro
583,53,2513,8007,0.24,47.42,2,Kicukiro
832,37,2536,18901,0.28,68.54,8,Kicukiro
348,88,908,16532,0.12,10.32,5,Kicukiro
847,48,2885,17456,0.17,60.1,7,Kicukiro
426,56,795,10066,0.23,14.2,8,Kicukiro
547,81,2400,7847,0.15,29.63,8,Kicukiro
930,89,1333,14389,0.16,14.98,7,Kicukiro
945,38,1960,6159,0.21,51.58,6,Kicukiro
391,60,1663,6714,0.11,27.72,1,Kicukiro
230,16,797,15149,0.14,49.81,1,Kicukiro
678,44,1200,12066,0.12,27.27,6,Kicukiro
963,60,2226,10303,0.28,37.1,2,Kicukiro
680,73,1682,8030,0.19,23.04,2,Kicukiro
881,70,1713,17264,0.09,24.47,4,Kicukiro
214,36,1505,10355,0.18,41.81,9,Kicukiro
416,95,1949,16601,0.18,20.52,1,Kicukiro
518,82,2934,6162,0.09,35.78,1,Kicukiro
385,20,953,12277,0.22,47.65,5,Kicukiro
755,14,1456,5845,0.13,104.0,3,Kicukiro
716,68,2276,18200,0.09,33.47,4,Kicukiro
334,40,2760,11686,0.15,69.0,3,Kicukiro
257,18,1882,12885,0.06,104.56,6,Kicukiro
292,91,1177,8897,0.12,12.93,4,Kicukiro
485,94,1584,12842,0.14,16.85,7,Kicukiro
941,56,893,9565,0.25,15.95,4,Kicukiro
779,44,2297,10140,0.3,52.2,5,Kicukiro
499,63,909,18375,0.18,14.43,9,Kicukiro
508,58,2268,5092,0.18,39.1,6,Kicukiro
665,80,589,6374,0.27,7.36,2,Kicukiro
341,51,1806,16902,0.27,35.41,4,Kicukiro
361,89,1225,6596,0.22,13.76,2,Kicukiro
468,53,1902,13599,0.22,35.89,9,Kicukiro
266,37,1320,14238,0.16,35.68,4,Kicukiro
560,53,1071,15888,0.2,20.21,5,Kicukiro
403,67,1728,18075,0.1,25.79,7,Kicukiro
678,23,1971,7132,0.14,85.7,5,Kicukiro
693,66,2027,17925,0.22,30.71,3,Kicukiro
792,86,1314,7988,0.07,15.28,4,Kicukiro
659,77,1693,7506,0.25,21.99,2,Kicukiro
837,46,1404,14818,0.12,30.52,6,Kicukiro
407,30,2096,14730,0.19,69.87,4,Kicukiro
604,90,2830,13840,0.25,31.44,4,Kicukiro
577,26,1208,19134,0.12,46.46,2,Kicukiro
425,42,1282,9483,0.23,30.52,9,Kicukiro
748,16,2617,6439,0.06,163.56,3,Kicukiro
719,10,1124,12497,0.11,112.4,3,Kicukiro
330,22,2531,6362,0.29,115.05,6,Kicukiro
813,95,1795,17967,0.15,18.89,9,Kicukiro
917,72,1933,19712,0.16,26.85,7,Kicukiro
254,37,2329,8083,0.25,62.95,9,Kicukiro
464,64,1057,16702,0.09,16.52,6,Kicukiro
669,19,951,8028,0.17,50.05,8,Kicukiro
772,98,1664,16294,0.07,16.98,8,Kicukiro
985,75,2069,12972,0.23,27.59,3,Kicukiro
602,96,849,11986,0.23,8.84,4,Kicukiro
953,11,1346,13252,0.19,122.36,8,Kicukiro
637,24,2372,17939,0.29,98.83,4,Kicukiro
325,29,1278,7993,0.15,44.07,9,Kicukiro
637,60,2441,18317,0.16,40.68,5,Kicukiro
962,35,2213,6446,0.18,63.23,9,Kicukiro
704,60,1911,10691,0.23,31.85,2,Kicukiro
435,67,1726,13187,0.17,25.76,2,Kicukiro
219,64,2362,14980,0.07,36.91,6,Kicukiro
864,61,1020,18363,0.21,16.72,3,Kicukiro
896,18,2511,14879,0.15,139.5,7,Kicukiro
664,91,1610,11543,0.12,17.69,1,Kicukiro
880,19,719,14518,0.13,37.84,8,Kicukiro
351,26,1584,19488,0.08,60.92,7,Kicukiro
945,94,812,19770,0.27,8.64,6,Kicukiro
875,36,598,18723,0.21,16.61,2,Kicukiro
856,31,1152,19674,0.23,37.16,8,Kicukiro
947,30,603,14904,0.07,20.1,9,Kicukiro
429,72,1824,15986,0.26,25.33,1,Kicukiro
505,84,2498,10933,0.27,29.74,2,Kicukiro
803,80,2674,14982,0.16,33.42,3,Kicukiro
200,38,774,13164,0.19,20.37,1,Kicukiro
856,20,2834,9459,0.29,141.7,1,Kicukiro
821,42,1670,13104,0.29,39.76,7,Kicukiro
249,63,1476,13098,0.14,23.43,6,Kicukiro
285,81,2100,10131,0.07,25.93,4,Kicukiro
820,66,1461,16529,0.28,22.14,6,Kicukiro
311,96,2537,18728,0.25,26.43,5,Kicukiro
995,31,807,8777,0.21,26.03,8,Kicukiro
533,56,2578,11275,0.1,46.04,5,Kicukiro
666,37,1148,12053,0.13,31.03,3,Kicukiro
259,96,926,17206,0.25,9.65,5,Kicukiro
686,73,2109,6327,0.06,28.89,1,Kicukiro
734,62,1406,11355,0.14,22.68,6,Kicukiro
271,91,2161,6674,0.07,23.75,8,Kicukiro
267,83,2245,9396,0.17,27.05,3,Kicukiro
377,24,698,9225,0.28,29.08,2,Kicukiro
690,45,990,5716,0.15,22.0,9,Kicukiro
561,67,2038,14816,0.17,30.42,2,Kicukiro
532,53,1056,16397,0.28,19.92,9,Kicukiro
613,43,2372,6212,0.26,55.16,5,Kicukiro
601,60,2279,11807,0.1,37.98,6,Kicukiro
358,55,2766,18455,0.25,50.29,3,Kicukiro
361,13,704,9035,0.18,54.15,9,Kicukiro
758,24,1729,10039,0.23,72.04,5,Kicukiro
878,82,1181,12047,0.16,14.4,5,Kicukiro
760,31,1909,15266,0.2,61.58,8,Kicukiro
687,23,1557,6562,0.07,67.7,4,Kicukiro
933,40,703,9831,0.05,17.58,9,Kicukiro
790,73,2029,17542,0.3,27.79,3,Kicukiro
393,96,1621,14053,0.2,16.89,6,Kicukiro
281,47,908,18783,0.06,19.32,4,Kicukiro
319,76,885,10813,0.2,11.64,6,Kicukiro
383,26,809,11681,0.07,31.12,5,Kicukiro
380,19,2782,6089,0.21,146.42,4,Kicukiro
752,21,1296,14417,0.28,61.71,4,Kicukiro
216,97,686,18594,0.19,7.07,8,Kicukiro
800,24,2810,7665,0.26,117.08,4,Kicukiro
447,77,998,9194,0.05,12.96,6,Kicukiro
458,78,1702,12853,0.26,21.82,2,Kicukiro
273,10,1370,12294,0.27,137.0,2,Kicukiro
665,79,950,9819,0.17,12.03,3,Kicukiro
716,71,1904,11671,0.14,26.82,6,Kicukiro
626,72,1458,8057,0.26,20.25,8,Kicukiro
841,80,787,13731,0.22,9.84,1,Kicukiro
350,48,1428,17541,0.06,29.75,3,Kicukiro
414,12,2634,14491,0.07,219.5,5,Kicukiro
315,12,849,5820,0.15,70.75,8,Kicukiro
488,28,1400,18777,0.3,50.0,5,Kicukiro
347,80,2467,19602,0.21,30.84,7,Kicukiro
953,60,960,6980,0.26,16.0,6,Kicukiro
919,88,2970,10661,0.29,33.75,6,Kicukiro
847,44,2884,11372,0.07,65.55,3,Kicukiro
845,44,1934,17522,0.1,43.95,2,Kicukiro
821,10,2441,8034,0.06,244.1,6,Kicukiro
984,87,2879,16030,0.1,33.09,8,Kicukiro
791,33,1284,17317,0.11,38.91,6,Kicukiro
744,21,2118,6618,0.19,100.86,6,Kicukiro
985,69,841,13580,0.12,12.19,5,Kicukiro
261,97,689,15805,0.28,7.1,8,Kicukiro
710,89,2161,15191,0.06,24.28,4,Kicukiro
961,51,535,15965,0.27,10.49,7,Kicukiro
750,82,1712,6164,0.13,20.88,6,Kicukiro
433,25,1194,11314,0.22,47.76,9,Kicukiro
644,43,728,8682,0.15,16.93,3,Kicukiro
329,59,718,13242,0.24,12.17,9,Kicukiro
636,93,1755,18947,0.09,18.87,9,Kicukiro
289,76,1311,15111,0.06,17.25,5,Kicukiro
221,38,1868,10943,0.14,49.16,6,Kicukiro
876,62,1968,10633,0.15,31.74,9,Kicukiro
268,14,1888,14128,0.08,134.86,9,Kicukiro
737,91,2991,14128,0.21,32.87,5,Kicukiro
739,71,1124,16381,0.27,15.83,3,Kicukiro
422,23,1804,10492,0.2,78.43,4,Kicukiro
983,35,2736,13677,0.05,78.17,3,Kicukiro
554,94,1687,7077,0.21,17.95,3,Kicukiro
314,44,1024,19952,0.24,23.27,5,Kicukiro
528,42,1262,8897,0.12,30.05,5,Kicukiro
900,50,986,5436,0.28,19.72,3,Kicukiro
261,32,1904,14159,0.21,59.5,5,Kicukiro
436,71,761,12904,0.18,10.72,4,Kicukiro
229,58,2717,14880,0.21,46.84,5,Kicukiro
428,78,2717,15991,0.15,34.83,2,Kicukiro
794,27,2162,16920,0.18,80.07,3,Kicukiro
866,97,964,10797,0.15,9.94,4,Kicukiro
932,22,1217,9289,0.07,55.32,9,Kicukiro
624,82,1202,17583,0.08,14.66,9,Kicukiro
621,71,1968,16310,0.23,27.72,5,Kicukiro
496,31,1834,6176,0.17,59.16,6,Kicukiro
487,40,1641,5870,0.18,41.02,3,Kicukiro
287,65,1410,17057,0.18,21.69,8,Kicukiro
451,13,2732,13929,0.13,210.15,7,Kicukiro
235,26,1518,17767,0.24,58.38,2,Kicukiro
322,33,1609,7449,0.23,48.76,4,Kicukiro
558,41,641,18835,0.25,15.63,2,Kicukiro
477,98,773,17581,0.23,7.89,9,Kicukiro
933,44,2069,14207,0.09,47.02,4,Kicukiro
943,56,2241,17646,0.06,40.02,4,Kicukiro
966,34,941,9532,0.13,27.68,8,Kicukiro
742,19,2007,9385,0.09,105.63,9,Kicukiro
933,45,1453,13036,0.13,32.29,3,Kicukiro
900,48,581,14455,0.14,12.1,9,Kicukiro
328,90,2786,6071,0.07,30.96,4,Kicukiro
608,73,1826,11376,0.18,25.01,3,Kicukiro
832,39,1823,15717,0.16,46.74,1,Kicukiro
370,95,550,8620,0.15,5.79,6,Kicukiro
634,84,1437,15161,0.24,17.11,5,Kicukiro
938,92,2918,13209,0.25,31.72,5,Kicukiro
755,47,1944,8015,0.12,41.36,7,Kicukiro
447,17,2063,8094,0.18,121.35,8,Kicukiro
908,79,2318,6729,0.1,29.34,4,Kicukiro
856,39,1426,12145,0.09,36.56,2,Kicukiro
301,40,1303,17412,0.07,32.58,8,Kicukiro
816,43,539,14891,0.15,12.53,6,Kicukiro
336,80,2933,10780,0.22,36.66,6,Kicukiro
967,27,871,18777,0.14,32.26,1,Kicukiro
892,13,2551,19117,0.15,196.23,2,Kicukiro
531,46,2678,10786,0.3,58.22,7,Kicukiro
789,78,2429,17878,0.08,31.14,1,Kicukiro
624,85,2525,12712,0.25,29.71,1,Kicukiro
932,14,1568,8281,0.08,112.0,1,Kicukiro
523,84,2558,6294,0.29,30.45,6,Kicukiro
617,63,2714,8916,0.16,43.08,9,Kicukiro
762,48,893,5708,0.21,18.6,6,Kicukiro
459,88,1628,15675,0.07,18.5,2,Kicukiro
734,43,2831,18973,0.17,65.84,5,Kicukiro
353,25,2691,8165,0.25,107.64,6,Kicukiro
790,44,1986,14117,0.25,45.14,4,Kicukiro
297,99,845,7219,0.18,8.54,6,Kicukiro
544,90,1644,9678,0.14,18.27,8,Kicukiro
406,40,2554,18038,0.29,63.85,8,Kicukiro
303,92,517,16687,0.22,5.62,6,Kicukiro
866,62,776,6503,0.13,12.52,1,Kicukiro
531,29,1325,7538,0.13,45.69,7,Kicukiro
491,41,1809,6767,0.29,44.12,3,Kicukiro
403,16,2457,14346,0.21,153.56,4,Kicukiro
595,93,1552,17258,0.19,16.69,1,Kicukiro
688,93,768,15906,0.17,8.26,3,Kicukiro
661,42,1017,5002,0.29,24.21,9,Kicukiro
688,19,1482,19913,0.25,78.0,2,Kicukiro
822,43,2578,13893,0.08,59.95,7,Kicukiro
732,11,857,11360,0.17,77.91,4,Kicukiro
755,23,2105,15841,0.21,91.52,9,Kicukiro
488,91,1846,13021,0.2,20.29,3,Kicukiro
508,82,643,6938,0.09,7.84,3,Kicukiro
261,19,2439,11888,0.28,128.37,7,Kicukiro
772,47,2845,8323,0.17,60.53,5,Kicukiro
788,58,957,5085,0.25,16.5,9,Kicukiro
723,55,1242,5544,0.12,22.58,9,Kicukiro
645,56,989,14539,0.23,17.66,5,Kicukiro
818,40,682,6867,0.21,17.05,6,Kicukiro
447,49,649,18770,0.19,13.24,5,Kicukiro
450,98,2047,7038,0.15,20.89,6,Kicukiro
741,47,2979,12515,0.28,63.38,6,Kicukiro
796,40,854,8201,0.27,21.35,4,Kicukiro
445,45,1277,12383,0.21,28.38,5,Kicukiro
421,11,2580,7130,0.1,234.55,7,Gasabo
651,98,2564,18345,0.07,26.16,6,Gasabo
662,57,2368,5851,0.18,41.54,4,Gasabo
750,66,781,10753,0.28,11.83,7,Gasabo
746,63,1315,16483,0.12,20.87,6,Gasabo
395,62,1824,17240,0.13,29.42,2,Gasabo
934,42,2507,13359,0.12,59.69,7,Gasabo
648,35,1419,18734,0.24,40.54,3,Gasabo
349,41,2334,6887,0.26,56.93,8,Gasabo
685,70,1566,5769,0.25,22.37,2,Gasabo
672,92,632,9816,0.3,6.87,4,Gasabo
798,45,2626,8304,0.25,58.36,7,Gasabo
467,93,2425,10132,0.09,26.08,7,Gasabo
225,67,2895,13278,0.26,43.21,8,Gasabo
398,63,1672,13895,0.07,26.54,6,Gasabo
955,18,1180,5967,0.28,65.56,8,Gasabo
427,46,2210,18582,0.2,48.04,1,Gasabo
863,70,2790,10587,0.1,39.86,1,Gasabo
836,22,730,12937,0.28,33.18,4,Gasabo
508,69,2998,18111,0.28,43.45,2,Gasabo
360,67,1781,15580,0.3,26.58,3,Gasabo
872,94,2802,14340,0.16,29.81,7,Gasabo
233,94,2215,11221,0.1,23.56,6,Gasabo
350,37,785,11872,0.07,21.22,2,Gasabo
236,86,679,7417,0.27,7.9,5,Gasabo
748,31,1945,9419,0.13,62.74,1,Gasabo
844,81,2588,8021,0.29,31.95,1,Gasabo
390,23,854,9556,0.12,37.13,8,Gasabo
828,99,865,19467,0.06,8.74,9,Gasabo
952,77,1642,11067,0.06,21.32,3,Gasabo
629,99,1165,5047,0.15,11.77,1,Gasabo
417,33,1853,11504,0.23,56.15,6,Gasabo
352,71,1907,9908,0.07,26.86,1,Gasabo
449,93,556,13465,0.2,5.98,4,Gasabo
991,96,2474,6818,0.07,25.77,4,Gasabo
963,36,1349,8189,0.13,37.47,3,Gasabo
688,75,2301,14884,0.06,30.68,1,Gasabo
745,54,2489,7295,0.11,46.09,9,Gasabo
818,57,1100,7853,0.06,19.3,2,Gasabo
975,88,2820,15851,0.1,32.05,8,Gasabo
934,75,2869,14891,0.25,38.25,9,Gasabo
614,38,2278,6146,0.16,59.95,1,Gasabo
803,58,2476,6713,0.19,42.69,4,Gasabo
218,18,1407,17658,0.17,78.17,1,Gasabo
965,80,2255,12563,0.27,28.19,3,Gasabo
502,21,1286,10796,0.11,61.24,9,Gasabo
638,46,2319,7386,0.23,50.41,9,Gasabo
941,79,1619,8149,0.1,20.49,9,Gasabo
550,81,1006,15942,0.29,12.42,4,Gasabo
652,30,655,14645,0.28,21.83,4,Gasabo
387,57,960,15598,0.22,16.84,2,Gasabo
769,86,2526,6207,0.16,29.37,3,Gasabo
915,49,2518,18461,0.16,51.39,9,Gasabo
335,23,1932,6734,0.08,84.0,4,Gasabo
860,98,1165,9796,0.26,11.89,3,Gasabo
791,17,1892,6917,0.12,111.29,3,Gasabo
552,26,2178,15002,0.07,83.77,3,Gasabo
321,95,2174,19846,0.14,22.88,4,Gasabo
467,50,2330,12483,0.05,46.6,4,Gasabo
204,46,1671,10819,0.1,36.33,9,Gasabo
406,94,2484,13634,0.12,26.43,9,Gasabo
521,72,747,6837,0.3,10.38,3,Gasabo
501,79,1788,16401,0.16,22.63,3,Gasabo
697,46,1828,19840,0.05,39.74,7,Gasabo
939,35,654,7848,0.26,18.69,9,Gasabo
583,94,2835,16224,0.3,30.16,7,Gasabo
528,89,837,10752,0.23,9.4,2,Gasabo
591,52,887,17703,0.28,17.06,1,Gasabo
575,87,754,15608,0.09,8.67,9,Gasabo
201,24,1906,12875,0.13,79.42,2,Gasabo
204,84,1625,18476,0.29,19.35,7,Gasabo
263,27,641,11226,0.16,23.74,6,Gasabo
986,93,2410,11091,0.2,25.91,2,Gasabo
941,14,2874,16677,0.22,205.29,9,Gasabo
749,42,921,8915,0.12,21.93,5,Gasabo
423,24,849,12025,0.28,35.38,9,Gasabo
810,63,675,14391,0.15,10.71,5,Gasabo
760,48,1001,19015,0.26,20.85,6,Gasabo
245,24,2466,7806,0.21,102.75,2,Gasabo
250,40,2441,14672,0.29,61.02,6,Gasabo
572,57,1307,7662,0.21,22.93,7,Gasabo
462,34,1970,17185,0.12,57.94,1,Gasabo
664,91,1020,17932,0.07,11.21,6,Gasabo
851,59,691,17013,0.15,11.71,3,Gasabo
269,57,560,17817,0.25,9.82,1,Gasabo
541,58,2269,15246,0.12,39.12,1,Gasabo
456,28,1132,6887,0.25,40.43,6,Gasabo
951,10,842,11749,0.18,84.2,6,Gasabo
856,24,2306,7836,0.13,96.08,8,Gasabo
349,77,1165,14225,0.29,15.13,2,Gasabo
306,15,2497,18950,0.18,166.47,5,Gasabo
783,43,1374,7523,0.24,31.95,5,Gasabo
380,84,2831,17916,0.17,33.7,9,Gasabo
672,22,2703,6949,0.19,122.86,4,Gasabo
487,14,1301,17236,0.17,92.93,5,Gasabo
821,75,1162,9054,0.1,15.49,2,Gasabo
577,82,2373,15589,0.14,28.94,4,Gasabo
624,76,2265,12947,0.19,29.8,4,Gasabo
532,42,2067,18816,0.26,49.21,7,Gasabo
617,87,829,10928,0.2,9.53,9,Gasabo
417,30,2778,16888,0.08,92.6,9,Gasabo
814,83,1377,11687,0.16,16.59,7,Gasabo
856,62,920,5786,0.09,14.84,4,Gasabo
617,46,2467,7074,0.11,53.63,2,Gasabo
299,33,1687,14935,0.18,51.12,1,Gasabo
944,48,645,10712,0.18,13.44,1,Gasabo
596,20,2759,11666,0.15,137.95,7,Gasabo
685,25,2577,19565,0.12,103.08,3,Gasabo
621,55,2281,15451,0.1,41.47,9,Gasabo
785,78,794,13715,0.29,10.18,2,Gasabo
816,68,1590,13128,0.13,23.38,8,Gasabo
511,88,1454,5036,0.12,16.52,2,Gasabo
880,81,2951,16657,0.11,36.43,2,Gasabo
515,70,2125,5044,0.17,30.36,5,Gasabo
235,29,2599,15456,0.28,89.62,3,Gasabo
556,67,1356,9375,0.09,20.24,1,Gasabo
315,58,2121,7381,0.1,36.57,3,Gasabo
580,16,2263,13106,0.14,141.44,2,Gasabo
893,65,2656,17067,0.19,40.86,3,Gasabo
937,21,533,8942,0.18,25.38,8,Gasabo
679,38,1344,15078,0.19,35.37,4,Gasabo
939,57,1089,13982,0.09,19.11,7,Gasabo
305,97,2744,8216,0.09,28.29,8,Gasabo
334,25,1035,7963,0.26,41.4,5,Gasabo
364,61,1852,5347,0.18,30.36,9,Gasabo
282,55,760,14497,0.2,13.82,8,Gasabo
755,94,1613,17562,0.05,17.16,2,Gasabo
201,21,1687,19795,0.26,80.33,5,Gasabo
264,46,1061,11900,0.06,23.07,6,Gasabo
842,39,1868,9416,0.19,47.9,7,Gasabo
311,95,1999,11124,0.29,21.04,6,Gasabo
303,62,2474,16843,0.28,39.9,3,Gasabo
487,36,942,16441,0.06,26.17,6,Gasabo
472,66,1884,9000,0.09,28.55,7,Gasabo
290,62,2327,8100,0.13,37.53,3,Gasabo
986,19,1035,14481,0.12,54.47,3,Gasabo
462,51,2952,14050,0.18,57.88,4,Gasabo
703,53,2239,13218,0.13,42.25,7,Gasabo
267,14,1540,7666,0.3,110.0,1,Gasabo
497,72,1414,11431,0.26,19.64,6,Gasabo
368,88,1634,8239,0.06,18.57,6,Gasabo
928,62,1901,7542,0.08,30.66,1,Gasabo
819,57,748,6193,0.14,13.12,7,Gasabo
948,48,1391,17691,0.27,28.98,4,Gasabo
880,66,616,8825,0.17,9.33,2,Gasabo
583,81,1015,14294,0.27,12.53,3,Gasabo
715,17,2033,15383,0.24,119.59,7,Gasabo
700,73,2451,19062,0.14,33.58,3,Gasabo
268,32,780,18374,0.08,24.38,9,Gasabo
846,50,1036,9188,0.24,20.72,1,Gasabo
353,11,2546,7405,0.08,231.45,9,Gasabo
299,49,1749,15011,0.17,35.69,4,Gasabo
354,94,1318,8805,0.11,14.02,4,Gasabo
938,46,2045,16738,0.27,44.46,8,Gasabo
261,22,582,12413,0.16,26.45,1,Gasabo
800,11,2740,10843,0.27,249.09,8,Gasabo
962,74,2560,17486,0.28,34.59,5,Gasabo
976,52,910,6814,0.15,17.5,7,Gasabo
574,35,2302,8446,0.25,65.77,2,Gasabo
307,34,2713,19269,0.23,79.79,8,Gasabo
568,35,723,5030,0.13,20.66,5,Gasabo
749,45,598,14631,0.16,13.29,3,Gasabo
273,33,2337,11410,0.1,70.82,4,Gasabo
626,33,583,5018,0.28,17.67,8,Gasabo
329,90,2812,12867,0.22,31.24,7,Gasabo
445,99,2431,13103,0.27,24.56,3,Gasabo
530,87,2731,12708,0.12,31.39,8,Gasabo
978,47,1530,6204,0.07,32.55,2,Gasabo
537,92,1871,13721,0.17,20.34,6,Gasabo
341,99,622,11161,0.28,6.28,2,Gasabo
753,80,2765,15347,0.09,34.56,3,Gasabo
670,44,2947,7324,0.28,66.98,8,Gasabo
437,49,2429,12765,0.15,49.57,7,Gasabo
550,16,1955,9078,0.26,122.19,1,Gasabo
582,98,1644,11235,0.24,16.78,5,Gasabo
443,51,1947,9567,0.24,38.18,2,Gasabo
312,19,2881,13224,0.17,151.63,2,Gasabo
479,96,2649,7238,0.26,27.59,5,Gasabo
961,44,1862,17834,0.05,42.32,3,Gasabo
814,27,1678,16991,0.23,62.15,7,Gasabo
642,10,1935,15823,0.24,193.5,2,Gasabo
388,81,1033,9526,0.06,12.75,9,Gasabo
837,16,2781,13048,0.09,173.81,3,Gasabo
869,46,1520,6257,0.24,33.04,4,Gasabo
216,62,1813,18166,0.16,29.24,8,Gasabo
935,54,1146,10219,0.24,21.22,5,Gasabo
775,80,1210,19303,0.24,15.12,4,Gasabo
270,16,506,8026,0.25,31.62,6,Gasabo
384,11,588,15159,0.18,53.45,1,Gasabo
299,77,2519,7110,0.29,32.71,7,Gasabo
916,86,1809,8974,0.13,21.03,6,Gasabo
712,68,2855,18921,0.19,41.99,2,Gasabo
302,27,2752,5299,0.28,101.93,7,Gasabo
386,79,1310,8965,0.23,16.58,5,Gasabo
547,96,555,7296,0.27,5.78,2,Gasabo
612,63,2462,9557,0.05,39.08,2,Gasabo
948,46,959,13049,0.08,20.85,4,Gasabo
362,86,1255,18264,0.11,14.59,2,Gasabo
854,71,1265,15161,0.14,17.82,6,Gasabo
294,73,1130,9225,0.18,15.48,4,Gasabo
394,95,1597,7316,0.24,16.81,6,Gasabo
527,88,1895,8980,0.29,21.53,2,Gasabo
767,12,754,6840,0.12,62.83,3,Gasabo
705,89,757,9565,0.24,8.51,1,Gasabo
210,43,850,14856,0.13,19.77,4,Gasabo
945,15,1241,6891,0.24,82.73,2,Gasabo
830,90,1645,5168,0.17,18.28,2,Gasabo
560,68,1102,6992,0.06,16.21,1,Gasabo
816,30,2209,17793,0.27,73.63,7,Gasabo
853,21,662,17753,0.29,31.52,8,Gasabo
433,10,1423,11069,0.15,142.3,5,Gasabo
913,28,2482,13343,0.3,88.64,3,Gasabo
918,39,556,13849,0.26,14.26,2,Gasabo
283,14,731,13564,0.08,52.21,5,Gasabo
553,64,1330,11845,0.29,20.78,8,Gasabo
447,47,1516,6149,0.14,32.26,8,Gasabo
557,32,1553,8019,0.2,48.53,9,Gasabo
283,11,2357,15930,0.1,214.27,9,Gasabo
326,51,2877,19068,0.27,56.41,2,Gasabo
723,58,1120,16551,0.08,19.31,6,Gasabo
556,17,1730,19328,0.28,101.76,5,Gasabo
385,59,1371,15905,0.18,23.24,9,Gasabo
296,60,1633,18037,0.18,27.22,6,Gasabo
742,52,795,19087,0.1,15.29,4,Gasabo
731,38,2907,16532,0.2,76.5,8,Gasabo
635,19,1300,10040,0.13,68.42,3,Gasabo
491,44,2328,10603,0.29,52.91,4,Gasabo
834,12,2190,8433,0.28,182.5,1,Gasabo
618,41,2662,18559,0.08,64.93,8,Gasabo
842,32,1716,10156,0.1,53.62,1,Gasabo
417,31,2042,5851,0.1,65.87,3,Gasabo
842,60,1170,15403,0.16,19.5,9,Gasabo
628,52,1301,9859,0.1,25.02,4,Gasabo
480,75,2032,17514,0.06,27.09,8,Gasabo
525,96,2891,12742,0.13,30.11,6,Gasabo
307,83,1553,12672,0.19,18.71,1,Gasabo
606,47,1843,11639,0.15,39.21,5,Gasabo
442,97,1106,13573,0.15,11.4,3,Gasabo
